"...1","...2","Name","ID","Website","Email Address","Non Primary E-mails","Office Phone","Alternate Phone","Fax","Billing Street","Billing City","Billing State","Billing Postal Code","Billing Country","Shipping Street","Shipping City","Shipping State","Shipping Postal Code","Shipping Country","Description","Type","Industry","Annual Revenue","Employees","SIC Code","Ticker Symbol","Parent Account ID","Ownership","Campaign ID","Rating","Assigned to","Assigned User","Date Created","Date Modified","Modified By","Created By","Deleted","Geocode Status","Longitude","Address","Latitude"
6205,NA,"Neque In Consulting","001i0000008rG74AAE",NA,NA,NA,NA,NA,NA,"108 S Jefferson Ave, West Jefferson, NC 28694-9524","West Jefferson","North Carolina",NA,NA,"108 S Jefferson Ave, West Jefferson, NC 28694-9524","West Jefferson","North Carolina",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-07-10,NA,NA,NA,TRUE,NA,NA,NA,NA
6206,NA,"Neque In Consulting","001i0000008rG74AAE",NA,NA,NA,NA,NA,NA,"108 S Jefferson Ave, West Jefferson, NC 28694-9524","West Jefferson","North Carolina",NA,NA,"108 S Jefferson Ave, West Jefferson, NC 28694-9524","West Jefferson","North Carolina",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-07-23,NA,NA,NA,TRUE,NA,NA,NA,NA
6207,NA,"Neque In Consulting","001i0000008rG74AAE",NA,NA,NA,NA,NA,NA,"108 S Jefferson Ave, West Jefferson, NC 28694-9524","West Jefferson","North Carolina",NA,NA,"108 S Jefferson Ave, West Jefferson, NC 28694-9524","West Jefferson","North Carolina",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-11-30,NA,NA,NA,TRUE,NA,NA,NA,NA
6208,NA,"Neque In Consulting","001i0000008rG74AAE",NA,NA,NA,NA,NA,NA,"108 S Jefferson Ave, West Jefferson, NC 28694-9524","West Jefferson","North Carolina",NA,NA,"108 S Jefferson Ave, West Jefferson, NC 28694-9524","West Jefferson","North Carolina",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-19,NA,NA,NA,TRUE,NA,NA,NA,NA
6209,NA,"Neque In Consulting","001i0000008rG74AAE",NA,NA,NA,NA,NA,NA,"108 S Jefferson Ave, West Jefferson, NC 28694-9524","West Jefferson","North Carolina",NA,NA,"108 S Jefferson Ave, West Jefferson, NC 28694-9524","West Jefferson","North Carolina",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-06-07,NA,NA,NA,TRUE,NA,NA,NA,NA
6210,NA,"Neque In Consulting","001i0000008rG74AAE",NA,NA,NA,NA,NA,NA,"108 S Jefferson Ave, West Jefferson, NC 28694-9524","West Jefferson","North Carolina",NA,NA,"108 S Jefferson Ave, West Jefferson, NC 28694-9524","West Jefferson","North Carolina",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-07-20,NA,NA,NA,TRUE,NA,NA,NA,NA
6211,NA,"Neque In Consulting","001i0000008rG74AAE",NA,NA,NA,NA,NA,NA,"108 S Jefferson Ave, West Jefferson, NC 28694-9524","West Jefferson","North Carolina",NA,NA,"108 S Jefferson Ave, West Jefferson, NC 28694-9524","West Jefferson","North Carolina",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-08,NA,NA,NA,TRUE,NA,NA,NA,NA
6212,NA,"Neque In Consulting","001i0000008rG74AAE",NA,NA,NA,NA,NA,NA,"108 S Jefferson Ave, West Jefferson, NC 28694-9524","West Jefferson","North Carolina",NA,NA,"108 S Jefferson Ave, West Jefferson, NC 28694-9524","West Jefferson","North Carolina",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-04-17,NA,NA,NA,TRUE,NA,NA,NA,NA
6213,NA,"Neque In Consulting","001i0000008rG74AAE",NA,NA,NA,NA,NA,NA,"108 S Jefferson Ave, West Jefferson, NC 28694-9524","West Jefferson","North Carolina",NA,NA,"108 S Jefferson Ave, West Jefferson, NC 28694-9524","West Jefferson","North Carolina",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-19,NA,NA,NA,FALSE,NA,NA,NA,NA
6214,NA,"Acme, inc.","001i0000008rG80AAE",NA,NA,NA,NA,NA,NA,"5041 Rainier Ave S, Seattle, WA 98118-1946","Seattle","Washington",NA,NA,"5041 Rainier Ave S, Seattle, WA 98118-1946","Seattle","Washington",NA,NA,NA,"Gold","Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-14,NA,NA,NA,FALSE,NA,NA,NA,NA
6215,NA,"Acme, inc.","001i0000008rG80AAE",NA,NA,NA,NA,NA,NA,"5041 Rainier Ave S, Seattle, WA 98118-1946","Seattle","Washington",NA,NA,"5041 Rainier Ave S, Seattle, WA 98118-1946","Seattle","Washington",NA,NA,NA,"Gold","Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-20,NA,NA,NA,FALSE,NA,NA,NA,NA
6216,NA,"Ligula Donec LLP","001i0000008rG85AAE",NA,NA,NA,NA,NA,NA,"2004 E Vista Way, Vista, CA 92084-3321","Vista","California",NA,NA,"2004 E Vista Way, Vista, CA 92084-3321","Vista","California",NA,NA,NA,"Cloud","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-07-16,NA,NA,NA,TRUE,NA,NA,NA,NA
6217,NA,"Ligula Donec LLP","001i0000008rG85AAE",NA,NA,NA,NA,NA,NA,"2004 E Vista Way, Vista, CA 92084-3321","Vista","California",NA,NA,"2004 E Vista Way, Vista, CA 92084-3321","Vista","California",NA,NA,NA,"Cloud","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-08-24,NA,NA,NA,TRUE,NA,NA,NA,NA
6218,NA,"Ligula Donec LLP","001i0000008rG85AAE",NA,NA,NA,NA,NA,NA,"2004 E Vista Way, Vista, CA 92084-3321","Vista","California",NA,NA,"2004 E Vista Way, Vista, CA 92084-3321","Vista","California",NA,NA,NA,"Cloud","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-20,NA,NA,NA,FALSE,NA,NA,NA,NA
6219,NA,"Tortor Nunc Foundation","001i0000008rG86AAE",NA,NA,NA,NA,NA,NA,"9415 Coppertop Loop NE Ste 103-104, Seattle, WA 98110-3339","Seattle","Washington",NA,NA,"9415 Coppertop Loop NE Ste 103-104, Seattle, WA 98110-3339","Seattle","Washington",NA,NA,NA,"Gold","Agriculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-20,NA,NA,NA,FALSE,NA,NA,NA,NA
6220,NA,"Nibh Lacinia Foundation","001i0000008rG91AAE",NA,NA,NA,NA,NA,NA,"5525 S Virginia St, Reno, NV 89502-6085","Reno","Nevada",NA,NA,"5525 S Virginia St, Reno, NV 89502-6085","Reno","Nevada",NA,NA,NA,"Gold","Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-06-22,NA,NA,NA,TRUE,NA,NA,NA,NA
6221,NA,"Nibh Lacinia Foundation","001i0000008rG91AAE",NA,NA,NA,NA,NA,NA,"5525 S Virginia St, Reno, NV 89502-6085","Reno","Nevada",NA,NA,"5525 S Virginia St, Reno, NV 89502-6085","Reno","Nevada",NA,NA,NA,"Gold","Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-21,NA,NA,NA,FALSE,NA,NA,NA,NA
6222,NA,"Mus Proin Corp.","001i0000008rG95AAE",NA,NA,NA,NA,NA,NA,"5718 Rainier Ave S, Seattle, WA 98118-2704","Seattle","Washington",NA,NA,"5718 Rainier Ave S, Seattle, WA 98118-2704","Seattle","Washington",NA,NA,NA,"Gold","Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-21,NA,NA,NA,FALSE,NA,NA,NA,NA
6223,NA,"Risus Donec Egestas PC","001i0000008rGA8AAM",NA,NA,NA,NA,NA,NA,"600 Franklin St SE Ste 102, Olympia, WA 98501-1314","Olympia","Washington",NA,NA,"600 Franklin St SE Ste 102, Olympia, WA 98501-1314","Olympia","Washington",NA,NA,NA,"Gold","Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-11-24,NA,NA,NA,TRUE,NA,NA,NA,NA
6224,NA,"Risus Donec Egestas PC","001i0000008rGA8AAM",NA,NA,NA,NA,NA,NA,"600 Franklin St SE Ste 102, Olympia, WA 98501-1314","Olympia","Washington",NA,NA,"600 Franklin St SE Ste 102, Olympia, WA 98501-1314","Olympia","Washington",NA,NA,NA,"Gold","Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-26,NA,NA,NA,FALSE,NA,NA,NA,NA
6225,NA,"Blandit At PC","001i0000008rGAdAAM",NA,NA,NA,NA,NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,NA,"Gold","Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-07-31,NA,NA,NA,TRUE,NA,NA,NA,NA
6226,NA,"Blandit At PC","001i0000008rGAdAAM",NA,NA,NA,NA,NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,NA,"Gold","Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-06-27,NA,NA,NA,TRUE,NA,NA,NA,NA
6227,NA,"Blandit At PC","001i0000008rGAdAAM",NA,NA,NA,NA,NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,NA,"Gold","Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-11-29,NA,NA,NA,TRUE,NA,NA,NA,NA
6228,NA,"Blandit At PC","001i0000008rGAdAAM",NA,NA,NA,NA,NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,NA,"Gold","Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-12-06,NA,NA,NA,TRUE,NA,NA,NA,NA
6229,NA,"Blandit At PC","001i0000008rGAdAAM",NA,NA,NA,NA,NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,NA,"Gold","Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-06-11,NA,NA,NA,TRUE,NA,NA,NA,NA
6230,NA,"Blandit At PC","001i0000008rGAdAAM",NA,NA,NA,NA,NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,NA,"Gold","Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-07-17,NA,NA,NA,TRUE,NA,NA,NA,NA
6231,NA,"Blandit At PC","001i0000008rGAdAAM",NA,NA,NA,NA,NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,NA,"Gold","Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-10-02,NA,NA,NA,TRUE,NA,NA,NA,NA
6232,NA,"Blandit At PC","001i0000008rGAdAAM",NA,NA,NA,NA,NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,NA,"Gold","Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-07,NA,NA,NA,TRUE,NA,NA,NA,NA
6233,NA,"Blandit At PC","001i0000008rGAdAAM",NA,NA,NA,NA,NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,NA,"Gold","Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-26,NA,NA,NA,TRUE,NA,NA,NA,NA
6234,NA,"Blandit At PC","001i0000008rGAdAAM",NA,NA,NA,NA,NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,NA,"Gold","Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-05-07,NA,NA,NA,TRUE,NA,NA,NA,NA
6235,NA,"Blandit At PC","001i0000008rGAdAAM",NA,NA,NA,NA,NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,NA,"Gold","Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-07-19,NA,NA,NA,TRUE,NA,NA,NA,NA
6236,NA,"Blandit At PC","001i0000008rGAdAAM",NA,NA,NA,NA,NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,NA,"Gold","Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-11-26,NA,NA,NA,TRUE,NA,NA,NA,NA
6237,NA,"Blandit At PC","001i0000008rGAdAAM",NA,NA,NA,NA,NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,NA,"Gold","Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-02-01,NA,NA,NA,TRUE,NA,NA,NA,NA
6238,NA,"Blandit At PC","001i0000008rGAdAAM",NA,NA,NA,NA,NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,NA,"Gold","Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-06-21,NA,NA,NA,TRUE,NA,NA,NA,NA
6239,NA,"Blandit At PC","001i0000008rGAdAAM",NA,NA,NA,NA,NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,NA,"Gold","Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-08-10,NA,NA,NA,TRUE,NA,NA,NA,NA
6240,NA,"Blandit At PC","001i0000008rGAdAAM",NA,NA,NA,NA,NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,NA,"Gold","Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-13,NA,NA,NA,TRUE,NA,NA,NA,NA
6241,NA,"Blandit At PC","001i0000008rGAdAAM",NA,NA,NA,NA,NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,NA,"Gold","Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-11-08,NA,NA,NA,TRUE,NA,NA,NA,NA
6242,NA,"Blandit At PC","001i0000008rGAdAAM",NA,NA,NA,NA,NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,NA,"Gold","Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-27,NA,NA,NA,TRUE,NA,NA,NA,NA
6243,NA,"Blandit At PC","001i0000008rGAdAAM",NA,NA,NA,NA,NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,NA,"Gold","Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-31,NA,NA,NA,TRUE,NA,NA,NA,NA
6244,NA,"Blandit At PC","001i0000008rGAdAAM",NA,NA,NA,NA,NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,NA,"Gold","Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-04-24,NA,NA,NA,TRUE,NA,NA,NA,NA
6245,NA,"Blandit At PC","001i0000008rGAdAAM",NA,NA,NA,NA,NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,NA,"Gold","Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-05-18,NA,NA,NA,TRUE,NA,NA,NA,NA
6246,NA,"Blandit At PC","001i0000008rGAdAAM",NA,NA,NA,NA,NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,NA,"Gold","Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-05-30,NA,NA,NA,FALSE,NA,NA,NA,NA
6247,NA,"Blandit At PC","001i0000008rGAdAAM",NA,NA,NA,NA,NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073","Eliot","Maine",NA,NA,NA,"Gold","Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-27,NA,NA,NA,FALSE,NA,NA,NA,NA
6248,NA,"Orci Donec Nibh Incorporated","001i0000008rGAEAA2",NA,NA,NA,NA,NA,NA,"1291 University Ave, Morgantown, WV 26505-5450","Morgantown","West Virginia",NA,NA,"1291 University Ave, Morgantown, WV 26505-5450","Morgantown","West Virginia",NA,NA,NA,"Gold","Agriculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-06-12,NA,NA,NA,TRUE,NA,NA,NA,NA
6249,NA,"Orci Donec Nibh Incorporated","001i0000008rGAEAA2",NA,NA,NA,NA,NA,NA,"1291 University Ave, Morgantown, WV 26505-5450","Morgantown","West Virginia",NA,NA,"1291 University Ave, Morgantown, WV 26505-5450","Morgantown","West Virginia",NA,NA,NA,"Gold","Agriculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-04,NA,NA,NA,TRUE,NA,NA,NA,NA
6250,NA,"Orci Donec Nibh Incorporated","001i0000008rGAEAA2",NA,NA,NA,NA,NA,NA,"1291 University Ave, Morgantown, WV 26505-5450","Morgantown","West Virginia",NA,NA,"1291 University Ave, Morgantown, WV 26505-5450","Morgantown","West Virginia",NA,NA,NA,"Gold","Agriculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-06-11,NA,NA,NA,TRUE,NA,NA,NA,NA
6251,NA,"Orci Donec Nibh Incorporated","001i0000008rGAEAA2",NA,NA,NA,NA,NA,NA,"1291 University Ave, Morgantown, WV 26505-5450","Morgantown","West Virginia",NA,NA,"1291 University Ave, Morgantown, WV 26505-5450","Morgantown","West Virginia",NA,NA,NA,"Gold","Agriculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-26,NA,NA,NA,FALSE,NA,NA,NA,NA
6252,NA,"Orci Donec Nibh Incorporated","001i0000008rGAEAA2",NA,NA,NA,NA,NA,NA,"1291 University Ave, Morgantown, WV 26505-5450","Morgantown","West Virginia",NA,NA,"1291 University Ave, Morgantown, WV 26505-5450","Morgantown","West Virginia",NA,NA,NA,"Gold","Agriculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-26,NA,NA,NA,FALSE,NA,NA,NA,NA
6253,NA,"Morbi PC","001i0000008rGAFAA2",NA,NA,NA,NA,NA,NA,"91 Biltmore Ave, Asheville, NC 28801-3626","Asheville","North Carolina",NA,NA,"91 Biltmore Ave, Asheville, NC 28801-3626","Asheville","North Carolina",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-06-25,NA,NA,NA,TRUE,NA,NA,NA,NA
6254,NA,"Morbi PC","001i0000008rGAFAA2",NA,NA,NA,NA,NA,NA,"91 Biltmore Ave, Asheville, NC 28801-3626","Asheville","North Carolina",NA,NA,"91 Biltmore Ave, Asheville, NC 28801-3626","Asheville","North Carolina",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-29,NA,NA,NA,TRUE,NA,NA,NA,NA
6255,NA,"Morbi PC","001i0000008rGAFAA2",NA,NA,NA,NA,NA,NA,"91 Biltmore Ave, Asheville, NC 28801-3626","Asheville","North Carolina",NA,NA,"91 Biltmore Ave, Asheville, NC 28801-3626","Asheville","North Carolina",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-04-03,NA,NA,NA,TRUE,NA,NA,NA,NA
6256,NA,"Morbi PC","001i0000008rGAFAA2",NA,NA,NA,NA,NA,NA,"91 Biltmore Ave, Asheville, NC 28801-3626","Asheville","North Carolina",NA,NA,"91 Biltmore Ave, Asheville, NC 28801-3626","Asheville","North Carolina",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-07-05,NA,NA,NA,TRUE,NA,NA,NA,NA
6257,NA,"Morbi PC","001i0000008rGAFAA2",NA,NA,NA,NA,NA,NA,"91 Biltmore Ave, Asheville, NC 28801-3626","Asheville","North Carolina",NA,NA,"91 Biltmore Ave, Asheville, NC 28801-3626","Asheville","North Carolina",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-26,NA,NA,NA,FALSE,NA,NA,NA,NA
6258,NA,"Ante Ipsum Corp.","001i0000008rGAGAA2",NA,NA,NA,NA,NA,NA,"585 Oak Ave, Spruce Pine, NC 28777-2727","Spruce Pine","North Carolina",NA,NA,"585 Oak Ave, Spruce Pine, NC 28777-2727","Spruce Pine","North Carolina",NA,NA,NA,"Gold","Business Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-06-25,NA,NA,NA,TRUE,NA,NA,NA,NA
6259,NA,"Ante Ipsum Corp.","001i0000008rGAGAA2",NA,NA,NA,NA,NA,NA,"585 Oak Ave, Spruce Pine, NC 28777-2727","Spruce Pine","North Carolina",NA,NA,"585 Oak Ave, Spruce Pine, NC 28777-2727","Spruce Pine","North Carolina",NA,NA,NA,"Gold","Business Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-23,NA,NA,NA,TRUE,NA,NA,NA,NA
6260,NA,"Ante Ipsum Corp.","001i0000008rGAGAA2",NA,NA,NA,NA,NA,NA,"585 Oak Ave, Spruce Pine, NC 28777-2727","Spruce Pine","North Carolina",NA,NA,"585 Oak Ave, Spruce Pine, NC 28777-2727","Spruce Pine","North Carolina",NA,NA,NA,"Gold","Business Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-06-11,NA,NA,NA,TRUE,NA,NA,NA,NA
6261,NA,"Ante Ipsum Corp.","001i0000008rGAGAA2",NA,NA,NA,NA,NA,NA,"585 Oak Ave, Spruce Pine, NC 28777-2727","Spruce Pine","North Carolina",NA,NA,"585 Oak Ave, Spruce Pine, NC 28777-2727","Spruce Pine","North Carolina",NA,NA,NA,"Gold","Business Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-26,NA,NA,NA,FALSE,NA,NA,NA,NA
6262,NA,"Dis Parturient Montes PC","001i0000008rGAoAAM",NA,NA,NA,NA,NA,NA,"302 N Carson St, Carson City, NV 89701-4202","Carson City","Nevada",NA,NA,"302 N Carson St, Carson City, NV 89701-4202","Carson City","Nevada",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-06-28,NA,NA,NA,TRUE,NA,NA,NA,NA
6263,NA,"Dis Parturient Montes PC","001i0000008rGAoAAM",NA,NA,NA,NA,NA,NA,"302 N Carson St, Carson City, NV 89701-4202","Carson City","Nevada",NA,NA,"302 N Carson St, Carson City, NV 89701-4202","Carson City","Nevada",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-27,NA,NA,NA,FALSE,NA,NA,NA,NA
6264,NA,"Integer Vitae Nibh Industries","001i0000008rGApAAM",NA,NA,NA,NA,NA,NA,"210 E 3rd St Ste A, Long Beach, CA 90802-3197","Long Beach","California",NA,NA,"210 E 3rd St Ste A, Long Beach, CA 90802-3197","Long Beach","California",NA,NA,NA,"Gold","Insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-06-28,NA,NA,NA,TRUE,NA,NA,NA,NA
6265,NA,"Integer Vitae Nibh Industries","001i0000008rGApAAM",NA,NA,NA,NA,NA,NA,"210 E 3rd St Ste A, Long Beach, CA 90802-3197","Long Beach","California",NA,NA,"210 E 3rd St Ste A, Long Beach, CA 90802-3197","Long Beach","California",NA,NA,NA,"Gold","Insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-28,NA,NA,NA,TRUE,NA,NA,NA,NA
6266,NA,"Integer Vitae Nibh Industries","001i0000008rGApAAM",NA,NA,NA,NA,NA,NA,"210 E 3rd St Ste A, Long Beach, CA 90802-3197","Long Beach","California",NA,NA,"210 E 3rd St Ste A, Long Beach, CA 90802-3197","Long Beach","California",NA,NA,NA,"Gold","Insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-28,NA,NA,NA,TRUE,NA,NA,NA,NA
