"Name","ID","Website","Email Address","Non Primary E-mails","Office Phone","Alternate Phone","Fax","Billing Street","Billing City","Billing State","Billing Postal Code","Billing Country","Shipping Street","Shipping City","Shipping State","Shipping Postal Code","Shipping Country","Description","Type","Industry","Annual Revenue","Employees","SIC Code","Ticker Symbol","Parent Account ID","Ownership","Campaign ID","Rating","Assigned to","Assigned User","Date Created","Date Modified","Modified By","Created By","Deleted","Geocode Status","Longitude","Address","Latitude"
"Magnaj Innovation","001i0000008rEqgAAE","","","","","","","274 Pagosa St, Pagosa Springs, CO 81147","Pagosa Springs","Colorado","","","274 Pagosa St, Pagosa Springs, CO 81147","Pagosa Springs","Colorado","","","","Other","Chemicals","","","","","","","","","","","2011-02-14 00:00:00","","","",0,"",-107.007492,"",37.268787
"Magnis Dis Foundation","001i0000008rFFUAA2","","","","","","","430 W Dickson St, Fayetteville, AR 72701-5107","Fayetteville","Arkansas","","","430 W Dickson St, Fayetteville, AR 72701-5107","Fayetteville","Arkansas","","","","Other","Manufacturing","","","","","","","","","","","2013-12-28 00:00:00","","","",0,"",-94.165242,"",36.066625
"Malesuada Fames Ac Industries","001i0000008rEfXAAU","","","","","","","220 Holmes Ave NE, Huntsville, AL 35801-4837","Huntsville","Alabama","","","220 Holmes Ave NE, Huntsville, AL 35801-4837","Huntsville","Alabama","","","","Other","Utilities","","","","","","","","","","","2012-10-14 00:00:00","","","",0,"",-86.585511,"",34.732841
"Malesuada Fames Ac LLP","001i0000008rDeZAAU","","","","","","","3113 Plaza Dr NE, Grand Rapids, MI 49525-2901","Grand Rapids","Michigan","","","3113 Plaza Dr NE, Grand Rapids, MI 49525-2901","Grand Rapids","Michigan","","","","Other","Technology","","","","","","","","","","","2013-05-06 00:00:00","","","",0,"",-85.63082,"",43.017919
"Malesuada Fames Limited","001i0000008rFsoAAE","","","","","","","63027 Plateau Dr Ste 4, Bend, OR 97701-3855","Bend","Oregon","","","63027 Plateau Dr Ste 4, Bend, OR 97701-3855","Bend","Oregon","","","","Other","Technology","","","","","","","","","","","2015-02-14 00:00:00","","","",0,"",-121.293479,"",44.088694
"Malesuada Fringilla Corporation","001i0000008rFvSAAU","","","","","","","2108 Union St, Columbus, IN 47201-4244","Columbus","Indiana","","","2108 Union St, Columbus, IN 47201-4244","Columbus","Indiana","","","","Other","Technology","","","","","","","","","","","2013-03-05 00:00:00","","","",0,"",-85.913009,"",39.219342
"Malesuada Integer Associates","001i0000008rEtzAAE","","","","","","","851 Broadway St, Seaside, OR 97138-6823","Seaside","Oregon","","","851 Broadway St, Seaside, OR 97138-6823","Seaside","Oregon","","","","Other","Shipping","","","","","","","","","","","2014-12-07 00:00:00","","","",0,"",-123.921524,"",45.992893
"Malesuada Limited","001i0000008rC0tAAE","","","","","","","214 West Davis Rd, Magnolia, NJ 08049-1215","Magnolia","New Jersey","","","214 West Davis Rd, Magnolia, NJ 08049-1215","Magnolia","New Jersey","","","","Other","Telecommunications","","","","","","","","","","","2011-09-25 00:00:00","","","",0,"",-75.03819,"",39.862236
"Massa Integer Institute","001i0000008rE9cAAE","","","","","","","1044 Wall St, La Jolla, CA 92037-4437","La Jolla","California","","","1044 Wall St, La Jolla, CA 92037-4437","La Jolla","California","","","","Other","Hospitality","","","","","","","","","","","2014-07-06 00:00:00","","","",0,"",-117.273572,"",32.846986
"Massa Limited","001i0000008rED0AAM","","","","","","","807 16th St, San Diego, CA 92101-6610","San Diego","California","","","807 16th St, San Diego, CA 92101-6610","San Diego","California","","","","Other","Utilities","","","","","","","","","","","2014-07-23 00:00:00","","","",0,"",-117.14937,"",32.713933
"Massa Suspendisse Eleifend LLP","001i0000008rCKqAAM","","","","","","","991 Central Rd, Bloomsburg, PA 17815-8990","Bloomsburg","Pennsylvania","","","991 Central Rd, Bloomsburg, PA 17815-8990","Bloomsburg","Pennsylvania","","","","Other","Engineering","","","","","","","","","","","2012-03-03 00:00:00","","","",0,"",-76.426756,"",41.024771
"Massa Vestibulum Incorporated","001i0000008rEijAAE","","","","","","","190 Castle Shannon Blvd, Pittsburgh, PA 15228-2267","Pittsburgh","Pennsylvania","","","190 Castle Shannon Blvd, Pittsburgh, PA 15228-2267","Pittsburgh","Pennsylvania","","","","Other","Finance","","","","","","","","","","","2011-12-25 00:00:00","","","",0,"",-80.040648,"",40.377495
"Matwork Technologies","001i0000008rFBKAA2","","","","","","","141 E Main St, John Day, OR 97845-1210","John Day","Oregon","","","141 E Main St, John Day, OR 97845-1210","John Day","Oregon","","","","Other","Technology","","","","","","","","","","","2015-01-23 00:00:00","","","",0,"",-118.951872,"",44.416106
"Mauris Company","001i0000008rFzdAAE","","","","","","","1514 NW Leary Way, Seattle, WA 98107-4739","Seattle","Washington","","","1514 NW Leary Way, Seattle, WA 98107-4739","Seattle","Washington","","","","Other","Healthcare","","","","","","","","","","","2015-05-31 00:00:00","","","",0,"",-122.377091,"",47.663896
"Mauris Erat Eget Consulting","001i0000008rFGIAA2","","","","","","","607 SE Everett Mall Way Ste 27A, Everett, WA 98208-3264","Everett","Washington","","","607 SE Everett Mall Way Ste 27A, Everett, WA 98208-3264","Everett","Washington","","","","Other","Finance","","","","","","","","","","","2014-07-23 00:00:00","","","",0,"",-122.224584,"",47.910235
"Mauris Erat Institute","001i0000008rFevAAE","","","","","","","1950 SW Badger Ave Ste 103, Redmond, OR 97756-7490","Redmond","Oregon","","","1950 SW Badger Ave Ste 103, Redmond, OR 97756-7490","Redmond","Oregon","","","","Other","Shipping","","","","","","","","","","","2015-04-08 00:00:00","","","",0,"",-121.189761,"",44.23802
"Mauris Id Sapien Corporation","001i0000008rERFAA2","","","","","","","26008 E Lakeshore, Bigfork, MT 59911-7158","Bigfork","Montana","","","26008 E Lakeshore, Bigfork, MT 59911-7158","Bigfork","Montana","","","","Other","Finance","","","","","","","","","","","2013-09-28 00:00:00","","","",0,"",-114.045378,"",47.997789
"Mauris Integer Sem Institute","001i0000008rFFiAAM","","","","","","","525 N Steelhead Way, Boise, ID 83704-8374","Boise","Idaho","","","525 N Steelhead Way, Boise, ID 83704-8374","Boise","Idaho","","","","Other","Utilities","","","","","","","","","","","2014-03-31 00:00:00","","","",0,"",-116.290935,"",43.609442
"Mauris Molestie Institute","001i0000008rF1RAAU","","","","","","","13 S Baldwin St, Bargersville, IN 46106-9089","Bargersville","Indiana","","","13 S Baldwin St, Bargersville, IN 46106-9089","Bargersville","Indiana","","","","Other","Utilities","","","","","","","","","","","2013-01-23 00:00:00","","","",0,"",-86.167006,"",39.520959
"Mauris Sapien LLP","001i0000008rEuTAAU","","","","","","","6186 Mt Baker Hwy, Deming, WA 98244-9501","Deming","Washington","","","6186 Mt Baker Hwy, Deming, WA 98244-9501","Deming","Washington","","","","Other","Healthcare","","","","","","","","","","","2014-12-08 00:00:00","","","",0,"",-122.151303,"",48.890606
"Mauris Vestibulum LLP","001i0000008rCZUAA2","","","","","","","12913 Ocean Gtwy, Ocean City, MD 21842-9505","Ocean City","Maryland","","","12913 Ocean Gtwy, Ocean City, MD 21842-9505","Ocean City","Maryland","","","","Other","Recreation","","","","","","","","","","","2012-05-25 00:00:00","","","",0,"",-75.09862,"",38.335118
"Metus Aenean Corporation","001i0000008rFFFAA2","","","","","","","542 Northampton St, Easton, PA 18042-3517","Easton","Pennsylvania","","","542 Northampton St, Easton, PA 18042-3517","Easton","Pennsylvania","","","","Other","Insurance","","","","","","","","","","","2012-03-06 00:00:00","","","",0,"",-75.214226,"",40.6907
"Metus Aliquam Corporation","001i0000008rFx5AAE","","","","","","","1228 Parkway Dr Ste D, Santa Fe, NM 87507-7319","Santa Fe","New Mexico","","","1228 Parkway Dr Ste D, Santa Fe, NM 87507-7319","Santa Fe","New Mexico","","","","Other","Technology","","","","","","","","","","","2014-05-26 00:00:00","","","",0,"",-105.998481,"",35.655143
"Metus Eu Erat Industries","001i0000008rDGzAAM","","","","","","","2516 Market Ave, Cleveland, OH 44113-3434","Cleveland","Ohio","","","2516 Market Ave, Cleveland, OH 44113-3434","Cleveland","Ohio","","","","Other","Entertainment","","","","","","","","","","","2012-12-29 00:00:00","","","",0,"",-81.704465,"",41.484397
"Metus In Corp.","001i0000008rEBfAAM","","","","","","","10 Peterson St, Millville, NJ 08332-4818","Millville","New Jersey","","","10 Peterson St, Millville, NJ 08332-4818","Millville","New Jersey","","","","Other","Finance","","","","","","","","","","","2011-07-17 00:00:00","","","",0,"",-75.071956,"",39.372665
"Mi Ac Institute","001i0000008rFaEAAU","","","","","","","3810 N Clark St, Chicago, IL 60613-2812","Chicago","Illinois","","","3810 N Clark St, Chicago, IL 60613-2812","Chicago","Illinois","","","","Other","Telecommunications","","","","","","","","","","","2013-09-29 00:00:00","","","",0,"",-87.660051,"",41.951393
"Mi Pede Nonummy PC","001i0000008rF5vAAE","","","","","","","1320 Commercial Way, Spring Hill, FL 34606-4522","Spring Hill","Florida","","","1320 Commercial Way, Spring Hill, FL 34606-4522","Spring Hill","Florida","","","","Other","Finance","","","","","","","","","","","2012-09-29 00:00:00","","","",0,"",-82.630114,"",28.45186
"Minuteman Cafe","001i0000008rFxxAAE","","","","","","","151 E Jewett Blvd, White Salmon, WA 98672-8976","White Salmon","Washington","","","151 E Jewett Blvd, White Salmon, WA 98672-8976","White Salmon","Washington","","","","Other","Entertainment","","","","","","","","","","","2015-01-02 00:00:00","","","",0,"",-121.485619,"",45.727374
"Molestie Sodales Mauris Industries","001i0000008rFrkAAE","","","","","","","1551 Lake Dr SE, Grand Rapids, MI 49506-2705","Grand Rapids","Michigan","","","1551 Lake Dr SE, Grand Rapids, MI 49506-2705","Grand Rapids","Michigan","","","","Other","Banking","","","","","","","","","","","2013-05-08 00:00:00","","","",0,"",-85.630689,"",42.955124
"Mollis Dui Consulting","001i0000008rBktAAE","","","","","","","1115 E West Hwy, Silver Spring, MD 20910-4852","Silver Spring","Maryland","","","1115 E West Hwy, Silver Spring, MD 20910-4852","Silver Spring","Maryland","","","","Other","Healthcare","","","","","","","","","","","2012-05-01 00:00:00","","","",0,"",-77.027455,"",38.988707
"Mollis Integer Industries","001i0000008rEqPAAU","","","","","","","6300 Folsom Blvd, Sacramento, CA 95819-4619","Sacramento","California","","","6300 Folsom Blvd, Sacramento, CA 95819-4619","Sacramento","California","","","","Other","Manufacturing","","","","","","","","","","","2014-11-25 00:00:00","","","",0,"",-121.429703,"",38.554756
"Mollis LLC","001i0000008rFoZAAU","","","","","","","4746 E. Grant Rd., Tucson, AZ 85712","Tucson","Arizona","","","4746 E. Grant Rd., Tucson, AZ 85712","Tucson","Arizona","","","","Other","Entertainment","","","","","","","","","","","2011-01-03 00:00:00","","","",0,"",-110.891206,"",32.249403
"Mollis Phasellus Foundation","001i0000008rGCGAA2","","","","","","","15310 E Marietta Ave Ste 4, Spokane, WA 99216-1876","Spokane","Washington","","","15310 E Marietta Ave Ste 4, Spokane, WA 99216-1876","Spokane","Washington","","","","Other","Engineering","","","","","","","","","","","2015-03-10 00:00:00","","","",0,"",-117.198484,"",47.680737
"Mollis Phasellus Libero Company","001i0000008rGAZAA2","","","","","","","1812 12th Ave, Seattle, WA 98122-8420","Seattle","Washington","","","1812 12th Ave, Seattle, WA 98122-8420","Seattle","Washington","","","","Other","Healthcare","","","","","","","","","","","2015-06-26 00:00:00","","","",0,"",-122.316508,"",47.618022
"Monarch Playing Card Co.","001i0000008rFriAAE","","","","","","","1024 E Main St Ste 4, Cottage Grove, OR 97424-2230","Cottage Grove","Oregon","","","1024 E Main St Ste 4, Cottage Grove, OR 97424-2230","Cottage Grove","Oregon","","","","Other","Entertainment","","","","","","","","","","","2014-12-28 00:00:00","","","",0,"",-123.057219,"",43.797422
"Monks Diner","001i0000008rEkTAAU","","","","","","","6780 Depot St Ste 160, Sebastopol, CA 95472-3462","Sebastopol","California","","","6780 Depot St Ste 160, Sebastopol, CA 95472-3462","Sebastopol","California","","","","Other","Technology","","","","","","","","","","","2014-11-08 00:00:00","","","",0,"",-122.821205,"",38.403188
"Montes Industries","001i0000008rEFFAA2","","","","","","","4647 Clyde Morris Blvd, Port Orange, FL 32129-3000","Port Orange","Florida","","","4647 Clyde Morris Blvd, Port Orange, FL 32129-3000","Port Orange","Florida","","","","Other","Technology","","","","","","","","","","","2012-07-31 00:00:00","","","",0,"",-81.024644,"",29.129758
"Montes LLC","001i0000008rGDpAAM","","","","","","","2504 S Jackson St Ste C, Seattle, WA 98144-2382","Seattle","Washington","","","2504 S Jackson St Ste C, Seattle, WA 98144-2382","Seattle","Washington","","","","Other","Healthcare","","","","","","","","","","","2013-09-16 00:00:00","","","",0,"",-122.299578,"",47.599444
"Montes Nascetur Limited","001i0000008rFK5AAM","","","","","","","631 Main St, Alamosa, CO 81101-2557","Alamosa","Colorado","","","631 Main St, Alamosa, CO 81101-2557","Alamosa","Colorado","","","","Other","Healthcare","","","","","","","","","","","2014-02-22 00:00:00","","","",0,"",-105.866851,"",37.468311
"Morbi Accumsan Laoreet Foundation","001i0000008rF1TAAU","","","","","","","2971 N High St, Columbus, OH 43202-1103","Columbus","Ohio","","","2971 N High St, Columbus, OH 43202-1103","Columbus","Ohio","","","","Other","Telecommunications","","","","","","","","","","","2012-11-21 00:00:00","","","",0,"",-83.013525,"",40.022684
"Morbi LLP","001i0000008rEYcAAM","","","","","","","1615 Oak Ave, Evanston, IL 60201-3611","Evanston","Illinois","","","1615 Oak Ave, Evanston, IL 60201-3611","Evanston","Illinois","","","","Other","Technology","","","","","","","","","","","2013-09-29 00:00:00","","","",0,"",-87.686413,"",42.047656
"Morbi PC","001i0000008rGAFAA2","","","","","","","91 Biltmore Ave, Asheville, NC 28801-3626","Asheville","North Carolina","","","91 Biltmore Ave, Asheville, NC 28801-3626","Asheville","North Carolina","","","","Other","Healthcare","","","","","","","","","","","2012-06-25 00:00:00","","","",0,"",-82.551084,"",35.591695
"Multimodous Ventures","001i0000008rCcWAAU","","","","","","","7700 West Madison, Forest Park, IL 60130","Forest Park","Illinois","","","7700 West Madison, Forest Park, IL 60130","Forest Park","Illinois","","","","Other","Engineering","","","","","","","","","","","2011-02-28 00:00:00","","","",0,"",-87.817123,"",41.879132
"Mus Institute","001i0000008rFTYAA2","","","","","","","3590 Wigrich Rd, Independence, OR 97351-9708","Independence","Oregon","","","3590 Wigrich Rd, Independence, OR 97351-9708","Independence","Oregon","","","","Other","Healthcare","","","","","","","","","","","2015-03-17 00:00:00","","","",0,"",-123.098123,"",44.804748
"Mus Proin Corp.","001i0000008rG95AAE","","","","","","","5718 Rainier Ave S, Seattle, WA 98118-2704","Seattle","Washington","","","5718 Rainier Ave S, Seattle, WA 98118-2704","Seattle","Washington","","","","Other","Technology","","","","","","","","","","","2015-06-21 00:00:00","","","",0,"",-122.277079,"",47.550786
"Mus Proin Ltd","001i0000008rG7DAAU","","","","","","","1560 E 2nd Ave, Durango, CO 81301-5186","Durango","Colorado","","","1560 E 2nd Ave, Durango, CO 81301-5186","Durango","Colorado","","","","Other","Recreation","","","","","","","","","","","2014-03-04 00:00:00","","","",0,"",-107.876761,"",37.28001
"Mus Proin Vel Consulting","001i0000008rDj6AAE","","","","","","","253 Historic 25th St, Ogden, UT 84401-2301","Ogden","Utah","","","253 Historic 25th St, Ogden, UT 84401-2301","Ogden","Utah","","","","Other","Technology","","","","","","","","","","","2014-04-20 00:00:00","","","",0,"",-111.955161,"",41.220415
"Nam Consequat Ltd","001i0000008rD3IAAU","","","","","","","54 E Saint Charles Rd, Villa Park, IL 60181-2434","Villa Park","Illinois","","","54 E Saint Charles Rd, Villa Park, IL 60181-2434","Villa Park","Illinois","","","","Other","Utilities","","","","","","","","","","","2013-09-29 00:00:00","","","",0,"",-87.97661,"",41.889987
"Nam Porttitor Scelerisque Inc.","001i0000008rGDcAAM","","","","","","","1409 119th St, Whiting, IN 46394-1714","Whiting","Indiana","","","1409 119th St, Whiting, IN 46394-1714","Whiting","Indiana","","","","Other","Technology","","","","","","","","","","","2013-02-27 00:00:00","","","",0,"",-87.495135,"",41.67959
"Nascetur Corp.","001i0000008rDkeAAE","","","","","","","45689 Hayes Rd, Shelby Township, MI 48315-6214","Shelby Township","Michigan","","","45689 Hayes Rd, Shelby Township, MI 48315-6214","Shelby Township","Michigan","","","","Other","Healthcare","","","","","","","","","","","2013-03-30 00:00:00","","","",0,"",-82.975069,"",42.632027
"Nascetur Inc.","001i0000008rFeQAAU","","","","","","","234 N Main St, Prineville, OR 97754-1852","Prineville","Oregon","","","234 N Main St, Prineville, OR 97754-1852","Prineville","Oregon","","","","Other","Healthcare","","","","","","","","","","","2015-04-06 00:00:00","","","",0,"",-120.846645,"",44.302557
"Natoque LLP","001i0000008rCrnAAE","","","","","","","3410 North 29th Ave, Hollywood, FL 33020-1002","Hollywood","Florida","","","3410 North 29th Ave, Hollywood, FL 33020-1002","Hollywood","Florida","","","","Other","Utilities","","","","","","","","","","","2012-09-03 00:00:00","","","",0,"",-80.165924,"",26.039977
"Nec Consulting","001i0000008rG2oAAE","","","","","","","4101 30th St, San Diego, CA 92104","San Diego","California","","","4101 30th St, San Diego, CA 92104","San Diego","California","","","","Other","Healthcare","","","","","","","","","","","2011-01-21 00:00:00","","","",0,"",-117.129905,"",32.752411
"Nec Corp.","001i0000008rFN8AAM","","","","","","","2816 Historic Decatur Rd Ste 116, San Diego, CA 92106-6164","San Diego","California","","","2816 Historic Decatur Rd Ste 116, San Diego, CA 92106-6164","San Diego","California","","","","Other","Retail","","","","","","","","","","","2014-07-28 00:00:00","","","",0,"",-117.211195,"",32.740155
"Nec Diam Consulting","001i0000008rFQVAA2","","","","","","","801 E 2nd Ave, Durango, CO 81301-5425","Durango","Colorado","","","801 E 2nd Ave, Durango, CO 81301-5425","Durango","Colorado","","","","Other","Technology","","","","","","","","","","","2014-03-11 00:00:00","","","",0,"",-107.880023,"",37.272356
"Nec Eleifend Non Corp.","001i0000008rFmCAAU","","","","","","","2002 Broadway, Fort Wayne, IN 46802-3710","Fort Wayne","Indiana","","","2002 Broadway, Fort Wayne, IN 46802-3710","Fort Wayne","Indiana","","","","Other","Healthcare","","","","","","","","","","","2013-03-06 00:00:00","","","",0,"",-85.152766,"",41.067636
"Nec Euismod Corporation","001i0000008rG2UAAU","","","","","","","200 10th St, Des Moines, IA 50309-3609","Des Moines","Iowa","","","200 10th St, Des Moines, IA 50309-3609","Des Moines","Iowa","","","","Other","Hospitality","","","","","","","","","","","2013-06-09 00:00:00","","","",0,"",-93.629609,"",41.584066
"Nec Imperdiet Nec Company","001i0000008rFYhAAM","","","","","","","51 N Broadway St, Lake Orion, MI 48362-3125","Lake Orion","Michigan","","","51 N Broadway St, Lake Orion, MI 48362-3125","Lake Orion","Michigan","","","","Other","Other","","","","","","","","","","","2013-03-31 00:00:00","","","",0,"",-83.240214,"",42.785295
"Nec Ligula Consectetuer Foundation","001i0000008rEsxAAE","","","","","","","1630 P St, Lincoln, NE 68508-1644","Lincoln","Nebraska","","","1630 P St, Lincoln, NE 68508-1644","Lincoln","Nebraska","","","","Other","Other","","","","","","","","","","","2013-12-23 00:00:00","","","",0,"",-96.69732,"",40.815097
"Nec Malesuada Incorporated","001i0000008rFhDAAU","","","","","","","9 N Elm St, Three Oaks, MI 49128-2110","Three Oaks","Michigan","","","9 N Elm St, Three Oaks, MI 49128-2110","Three Oaks","Michigan","","","","Other","Utilities","","","","","","","","","","","2013-04-15 00:00:00","","","",0,"",-86.610762,"",41.801367
"Nec Mollis Foundation","001i0000008rFj5AAE","","","","","","","723 Avenue H # 725, Fort Madison, IA 52627-2935","Fort Madison","Iowa","","","723 Avenue H # 725, Fort Madison, IA 52627-2935","Fort Madison","Iowa","","","","Other","Healthcare","","","","","","","","","","","2013-06-17 00:00:00","","","",0,"",-91.310755,"",40.630369
"Nec Tempus Mauris Consulting","001i0000008rFgfAAE","","","","","","","2667 Kirkwood Hwy, Newark, DE 19711-7242","Newark","Delaware","","","2667 Kirkwood Hwy, Newark, DE 19711-7242","Newark","Delaware","","","","Other","Healthcare","","","","","","","","","","","2012-04-20 00:00:00","","","",0,"",-75.684402,"",39.708297
"Neque Et Foundation","001i0000008rGBzAAM","","","","","","","4080 Steele Dr, Machesney Park, IL 61115-8358","Machesney Park","Illinois","","","4080 Steele Dr, Machesney Park, IL 61115-8358","Machesney Park","Illinois","","","","Other","Healthcare","","","","","","","","","","","2013-10-29 00:00:00","","","",0,"",-89.019962,"",42.369629
"Neque In Consulting","001i0000008rG74AAE","","","","","","","108 S Jefferson Ave, West Jefferson, NC 28694-9524","West Jefferson","North Carolina","","","108 S Jefferson Ave, West Jefferson, NC 28694-9524","West Jefferson","North Carolina","","","","Other","Healthcare","","","","","","","","","","","2012-06-25 00:00:00","","","",0,"",-81.492077,"",36.400784
"Neque LLP","001i0000008rBtMAAU","","","","","","","1000 Marietta St NW Ste 204, Atlanta, GA 30318-0683","Atlanta","Georgia","","","1000 Marietta St NW Ste 204, Atlanta, GA 30318-0683","Atlanta","Georgia","","","","Other","Other","","","","","","","","","","","2012-07-10 00:00:00","","","",0,"",-84.410794,"",33.778989
"Neque Sed Inc.","001i0000008rFtKAAU","","","","","","","322 E Camelback Rd, Phoenix, AZ 85012-1614","Phoenix","Arizona","","","322 E Camelback Rd, Phoenix, AZ 85012-1614","Phoenix","Arizona","","","","Other","Other","","","","","","","","","","","2014-04-23 00:00:00","","","",0,"",-112.068723,"",33.509527
"Neque Venenatis Lacus Ltd","001i0000008rFksAAE","","","","","","","4204 W Main St, Belleville, IL 62226-5501","Belleville","Illinois","","","4204 W Main St, Belleville, IL 62226-5501","Belleville","Illinois","","","","Other","Engineering","","","","","","","","","","","2013-09-29 00:00:00","","","",0,"",-90.021074,"",38.537919
"Nibh Company","001i0000008rFb0AAE","","","","","","","590 Clover Ln, Ashland, OR 97520-3709","Ashland","Oregon","","","590 Clover Ln, Ashland, OR 97520-3709","Ashland","Oregon","","","","Other","Shipping","","","","","","","","","","","2015-03-30 00:00:00","","","",0,"",-122.662941,"",42.182293
"Nibh Lacinia Foundation","001i0000008rG91AAE","","","","","","","5525 S Virginia St, Reno, NV 89502-6085","Reno","Nevada","","","5525 S Virginia St, Reno, NV 89502-6085","Reno","Nevada","","","","Other","Technology","","","","","","","","","","","2014-06-22 00:00:00","","","",0,"",-119.790001,"",39.476249
"Nibh Lacinia Orci Corp.","001i0000008rFnfAAE","","","","","","","410 S James St, Ludington, MI 49431-2159","Ludington","Michigan","","","410 S James St, Ludington, MI 49431-2159","Ludington","Michigan","","","","Other","Healthcare","","","","","","","","","","","2013-04-30 00:00:00","","","",0,"",-86.448014,"",43.952196
"Nibh Lacinia Orci Industries","001i0000008rCtFAAU","","","","","","","1500 Beach Blvd Ste 217, Jacksonville Beach, FL 32250-2624","Jacksonville Beach","Florida","","","1500 Beach Blvd Ste 217, Jacksonville Beach, FL 32250-2624","Jacksonville Beach","Florida","","","","Other","Hospitality","","","","","","","","","","","2012-08-15 00:00:00","","","",0,"",-81.408468,"",30.287657
"Nisi LLP","001i0000008rG8EAAU","","","","","","","200 Roy St Ste 105, Seattle, WA 98109-4110","Seattle","Washington","","","200 Roy St Ste 105, Seattle, WA 98109-4110","Seattle","Washington","","","","Other","Utilities","","","","","","","","","","","2015-06-20 00:00:00","","","",0,"",-122.352372,"",47.625696
"Nisl Arcu Consulting","001i0000008rBmiAAE","","","","","","","475 N. Lake Blvd, Tahoe City, CA 96145","Tahoe City","California","","","475 N. Lake Blvd, Tahoe City, CA 96145","Tahoe City","California","","","","Other","Healthcare","","","","","","","","","","","2011-02-01 00:00:00","","","",0,"",-120.141848,"",39.170569
"Nisl Quisque Institute","001i0000008rG01AAE","","","","","","","1413 5th Ave, Moline, IL 61265-1335","Moline","Illinois","","","1413 5th Ave, Moline, IL 61265-1335","Moline","Illinois","","","","Other","Manufacturing","","","","","","","","","","","2013-08-28 00:00:00","","","",0,"",-90.517182,"",41.506189
"Nisl Sem Incorporated","001i0000008rFblAAE","","","","","","","20650 High Desert Ln Ste 7, Bend, OR 97701-8514","Bend","Oregon","","","20650 High Desert Ln Ste 7, Bend, OR 97701-8514","Bend","Oregon","","","","Other","Shipping","","","","","","","","","","","2015-03-31 00:00:00","","","",0,"",-121.291487,"",44.087187
"Non Bibendum PC","001i0000008rEm0AAE","","","","","","","2625 Main St, Dallas, TX 75226-1411","Dallas","Texas","","","2625 Main St, Dallas, TX 75226-1411","Dallas","Texas","","","","Other","Manufacturing","","","","","","","","","","","2013-12-29 00:00:00","","","",0,"",-96.785386,"",32.783817
"Non Hendrerit Industries","001i0000008rFlbAAE","","","","","","","937 SE 12th Ave, Ontario, OR 97914-4473","Ontario","Oregon","","","937 SE 12th Ave, Ontario, OR 97914-4473","Ontario","Oregon","","","","Other","Utilities","","","","","","","","","","","2015-04-25 00:00:00","","","",0,"",-116.952118,"",44.015396
"Non LLC","001i0000008rFSvAAM","","","","","","","341 SW 2nd St, Corvallis, OR 97333-4640","Corvallis","Oregon","","","341 SW 2nd St, Corvallis, OR 97333-4640","Corvallis","Oregon","","","","Other","Utilities","","","","","","","","","","","2015-03-16 00:00:00","","","",0,"",-123.26097,"",44.561253
"Non Magna Nam Corporation","001i0000008rEmeAAE","","","","","","","2703 41st Ave Ste A& # B, Soquel, CA 95073-3104","Soquel","California","","","2703 41st Ave Ste A& # B, Soquel, CA 95073-3104","Soquel","California","","","","Other","Healthcare","","","","","","","","","","","2014-11-14 00:00:00","","","",0,"",-121.956627,"",36.988006
"Non Massa Non Inc.","001i0000008rFd3AAE","","","","","","","7337 E Shea Blvd Ste 105, Scottsdale, AZ 85260-6465","Scottsdale","Arizona","","","7337 E Shea Blvd Ste 105, Scottsdale, AZ 85260-6465","Scottsdale","Arizona","","","","Other","Technology","","","","","","","","","","","2014-04-29 00:00:00","","","",0,"",-111.923509,"",33.581493
"Non Nisi PC","001i0000008rG4rAAE","","","","","","","117 E 11th St, Hays, KS 67601-3603","Hays","Kansas","","","117 E 11th St, Hays, KS 67601-3603","Hays","Kansas","","","","Other","Technology","","","","","","","","","","","2013-12-10 00:00:00","","","",0,"",-99.329578,"",38.872084
"Non PC","001i0000008rG5UAAU","","","","","","","300 6th St, Calumet, MI 49913-1508","Calumet","Michigan","","","300 6th St, Calumet, MI 49913-1508","Calumet","Michigan","","","","Other","Finance","","","","","","","","","","","2013-05-22 00:00:00","","","",0,"",-88.453537,"",47.246483
"Non Quam Pellentesque Limited","001i0000008rDHlAAM","","","","","","","132 W Grayson St, San Antonio, TX 78212-4114","San Antonio","Texas","","","132 W Grayson St, San Antonio, TX 78212-4114","San Antonio","Texas","","","","Other","Healthcare","","","","","","","","","","","2013-12-29 00:00:00","","","",0,"",-98.482439,"",29.444462
"Nonummy Ipsum Non Corporation","001i0000008rCdhAAE","","","","","","","3174 US Highway 70 W, Smithfield, NC 27577-7613","Smithfield","North Carolina","","","3174 US Highway 70 W, Smithfield, NC 27577-7613","Smithfield","North Carolina","","","","Other","Healthcare","","","","","","","","","","","2012-06-16 00:00:00","","","",0,"",-78.25848,"",35.486078
"North Central Positronics","001i0000008rExVAAU","","","","","","","5201 NE M L King Blvd, Portland, OR 97211-3235","Portland","Oregon","","","5201 NE M L King Blvd, Portland, OR 97211-3235","Portland","Oregon","","","","Other","Other","","","","","","","","","","","2014-12-16 00:00:00","","","",0,"",-122.661754,"",45.560681
"Nulla Ante Iaculis Associates","001i0000008rEtTAAU","","","","","","","164 S 15th St, Saint Helens, OR 97051-1702","Saint Helens","Oregon","","","164 S 15th St, Saint Helens, OR 97051-1702","Saint Helens","Oregon","","","","Other","Technology","","","","","","","","","","","2014-12-06 00:00:00","","","",0,"",-122.812637,"",45.859572
