"...1","Opportunity Name","ID","Opportunity Amount","Currency","Expected Close Date","Sales Stage","Probability (%)","Next Step","Type","Account Name","Description","Amount","Lead Source","campaign_id","Assigned to","Assigned User","Date Created","Date Modified","Created By","Modified By","Deleted","Geocode Status","Longitude","Address","Latitude"
NA,"Ac Turpis Egestas Limited vu4dAAA  MOL Standard Software","006i0000001vu4dAAA",17,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,11016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vu7vAAA  MOL Standard Software","006i0000001vu7vAAA",3,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,1896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vu9FAAQ  MOL Standard Maintenance","006i0000001vu9FAAQ",140,NA,NA,"Closed Lost",NA,NA,"Maintenance",NA,NA,14448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vuA1AAI  MOL Standard Maintenance","006i0000001vuA1AAI",13,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,1560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vuBGAAY  MOL Standard Services","006i0000001vuBGAAY",22,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,11242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vuBHAAY  MOL Standard Software","006i0000001vuBHAAY",24,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,18624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vuBbAAI  MOL Standard Software","006i0000001vuBbAAI",20,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vuBuAAI  MOL Standard Services","006i0000001vuBuAAI",1,NA,NA,"Closed Lost",NA,NA,"Services",NA,NA,630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vuEpAAI  MOL Standard Services","006i0000001vuEpAAI",34,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,18564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vuEqAAI  MOL Standard Software","006i0000001vuEqAAI",10,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,6640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vuGRAAY  MOL Standard Software","006i0000001vuGRAAY",10,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,10080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vuJ1AAI  MOL Standard Software","006i0000001vuJ1AAI",12,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,6912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vuKcAAI  MOL Mobile Software","006i0000001vuKcAAI",20,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,13860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vuKQAAY  MOL Standard Services","006i0000001vuKQAAY",7,NA,NA,"Closed Lost",NA,NA,"Services",NA,NA,3675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vuLvAAI  MOL Standard Software","006i0000001vuLvAAI",12,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,6912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vuMIAAY  MOL Standard Software","006i0000001vuMIAAY",51,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,33456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vuMlAAI  MOL Standard Software","006i0000001vuMlAAI",25,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,19800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vuNpAAI  MOL Standard Maintenance","006i0000001vuNpAAI",11,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,1069.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vuS8AAI  MOL Standard Software","006i0000001vuS8AAI",4,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,2624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vuWHAAY  MOL Standard Software","006i0000001vuWHAAY",8,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,6080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vuZGAAY  MOL Standard Software","006i0000001vuZGAAY",60,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,36960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vuYVAAY  MOL Standard Software","006i0000001vuYVAAY",10,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vuZFAAY  MOL Standard Software","006i0000001vuZFAAY",1,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vuZEAAY  MOL Standard Software","006i0000001vuZEAAY",1,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vudbAAA  MOL Standard Software","006i0000001vudbAAA",117,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,69264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vufNAAQ  MOL Standard Software","006i0000001vufNAAQ",11,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,8360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vuiMAAQ  MOL Standard Maintenance","006i0000001vuiMAAQ",1,NA,NA,"Closed Lost",NA,NA,"Maintenance",NA,NA,85.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vuiLAAQ  MOL Standard Software","006i0000001vuiLAAQ",12,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,9216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vujXAAQ  MOL Standard Software","006i0000001vujXAAQ",1,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vuluAAA  MOL Standard Software","006i0000001vuluAAA",4,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,3104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vutAAAQ  MOL Standard Maintenance","006i0000001vutAAAQ",18,NA,NA,"Closed Lost",NA,NA,"Maintenance",NA,NA,1749.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vut9AAA  MOL Standard Maintenance","006i0000001vut9AAA",56,NA,NA,"Closed Lost",NA,NA,"Maintenance",NA,NA,6518.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vutBAAQ  MOL Standard Software","006i0000001vutBAAQ",16,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,10368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vuoQAAQ  MOL Standard Software","006i0000001vuoQAAQ",17,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,10200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vuqaAAA  MOL Standard Services","006i0000001vuqaAAA",46,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,19320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vuvHAAQ  MOL Standard Software","006i0000001vuvHAAQ",20,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,12320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vuxJAAQ  MOL Standard Software","006i0000001vuxJAAQ",1,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vuxIAAQ  MOL Standard Software","006i0000001vuxIAAQ",3,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,2304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vuzlAAA  MOL Standard Software","006i0000001vuzlAAA",14,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,9968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vuywAAA  MOL Standard Maintenance","006i0000001vuywAAA",8,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,892.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vuzSAAQ  MOL Standard Software","006i0000001vuzSAAQ",17,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,11288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vuzZAAQ  MOL Standard Software","006i0000001vuzZAAQ",17,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,11016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vv3kAAA  MOL Standard Software","006i0000001vv3kAAA",15,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,9240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vv7gAAA  MOL Standard Maintenance","006i0000001vv7gAAA",4,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,364.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vv9oAAA  MOL Standard Services","006i0000001vv9oAAA",20,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,10080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vvA1AAI  MOL Standard Maintenance","006i0000001vvA1AAI",31,NA,NA,"Closed Lost",NA,NA,"Maintenance",NA,NA,3310.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vvAwAAI  MOL Premium Software","006i0000001vvAwAAI",182,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,214032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vvAxAAI  MOL Standard Software","006i0000001vvAxAAI",21,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,15120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vvAvAAI  MOL Standard Software","006i0000001vvAvAAI",450,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,324000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vvHZAAY  MOL Standard Software","006i0000001vvHZAAY",9,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,6264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vvN5AAI  MOL Standard Software","006i0000001vvN5AAI",9,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,6480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vvOvAAI  MOL Standard Maintenance","006i0000001vvOvAAI",15,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,1656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vvN6AAI  MOL Standard Software","006i0000001vvN6AAI",16,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,11136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vvOJAAY  MOL Premium Software","006i0000001vvOJAAY",17,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,17136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vvOwAAI  MOL Standard Software","006i0000001vvOwAAI",8,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,6080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vvQAAAY  MOL Standard Software","006i0000001vvQAAAY",12,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,8256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vvT4AAI  MOL Standard Software","006i0000001vvT4AAI",9,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,5184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vvT2AAI  MOL Standard Software","006i0000001vvT2AAI",2,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,1552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vvT5AAI  MOL Standard Services","006i0000001vvT5AAI",16,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,9520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vvT3AAI  MOL Standard Software","006i0000001vvT3AAI",58,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,39440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vvXtAAI  MOL Mobile Maintenance","006i0000001vvXtAAI",4,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,345.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vvacAAA  MOL Standard Services","006i0000001vvacAAA",12,NA,NA,"Closed Lost",NA,NA,"Services",NA,NA,6552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vvWHAAY  MOL Standard Maintenance","006i0000001vvWHAAY",6,NA,NA,"Closed Lost",NA,NA,"Maintenance",NA,NA,691.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vvdNAAQ  MOL Standard Maintenance","006i0000001vvdNAAQ",5,NA,NA,"Closed Lost",NA,NA,"Maintenance",NA,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vveyAAA  MOL Standard Services","006i0000001vveyAAA",2,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,1218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vvezAAA  MOL Standard Software","006i0000001vvezAAA",3,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,2208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vvhWAAQ  MOL Standard Maintenance","006i0000001vvhWAAQ",64,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,6451.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vvi3AAA  MOL Standard Services","006i0000001vvi3AAA",11,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,5852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vvmgAAA  MOL Standard Maintenance","006i0000001vvmgAAA",13,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,1482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vvmeAAA  MOL Standard Software","006i0000001vvmeAAA",62,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,39184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vvmfAAA  MOL Standard Services","006i0000001vvmfAAA",8,NA,NA,"Closed Lost",NA,NA,"Services",NA,NA,4312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vvrtAAA  MOL Standard Software","006i0000001vvrtAAA",13,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,9048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vw14AAA  MOL Standard Maintenance","006i0000001vw14AAA",135,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,15552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vw15AAA  MOL Mobile Software","006i0000001vw15AAA",39,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,34047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vw58AAA  MOL Standard Maintenance","006i0000001vw58AAA",17,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,1672.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vw8vAAA  MOL Standard Software","006i0000001vw8vAAA",24,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,16896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vwBWAAY  MOL Standard Software","006i0000001vwBWAAY",4,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,2784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vwEFAAY  MOL Standard Software","006i0000001vwEFAAY",43,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,31304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vwOcAAI  MOL Standard Software","006i0000001vwOcAAI",91,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,69160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vwRuAAI  MOL Mobile Services","006i0000001vwRuAAI",22,NA,NA,"Closed Lost",NA,NA,"Services",NA,NA,9504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vwYmAAI  MOL Standard Maintenance","006i0000001vwYmAAI",3,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,259.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vwaHAAQ  MOL Mobile Software","006i0000001vwaHAAQ",154,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,124740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vwc2AAA  MOL Mobile Maintenance","006i0000001vwc2AAA",10,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vwcqAAA  MOL Standard Services","006i0000001vwcqAAA",13,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,8645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vwbWAAQ  MOL Standard Services","006i0000001vwbWAAQ",248,NA,NA,"Closed Lost",NA,NA,"Services",NA,NA,135408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vwfJAAQ  MOL Standard Maintenance","006i0000001vwfJAAQ",15,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,1638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vwdlAAA  MOL Standard Services","006i0000001vwdlAAA",21,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,10878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vwiCAAQ  MOL Standard Software","006i0000001vwiCAAQ",59,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,36344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vwpAAAQ  MOL Mobile Maintenance","006i0000001vwpAAAQ",60,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,6696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vwtfAAA  MOL Standard Services","006i0000001vwtfAAA",114,NA,NA,"Closed Lost",NA,NA,"Services",NA,NA,65436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vwc2AAAX  MOL Mobile Maintenance","006i0000001vwc2AAAX",20,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vwzlAAA  MOL Standard Software","006i0000001vwzlAAA",56,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,44352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vx02AAA  MOL Standard Software","006i0000001vx02AAA",21,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,12432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vx3iAAA  MOL Standard Software","006i0000001vx3iAAA",2,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,1280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vx57AAA  MOL Standard Services","006i0000001vx57AAA",69,NA,NA,"Closed Lost",NA,NA,"Services",NA,NA,46368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vx4EAAQ  MOL Standard Software","006i0000001vx4EAAQ",3,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,2232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vx5HAAQ  MOL Standard Software","006i0000001vx5HAAQ",18,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,13536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vwc2AAAY  MOL Mobile Maintenance","006i0000001vwc2AAAY",40,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,3600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vxDTAAY  MOL Standard Software","006i0000001vxDTAAY",4,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,2368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vxKSAAY  MOL Mobile Software","006i0000001vxKSAAY",26,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,23166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vxNaAAI  MOL Standard Software","006i0000001vxNaAAI",121,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,90992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vxOBAAY  MOL Standard Software","006i0000001vxOBAAY",35,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,21000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vxVhAAI  MOL Standard Software","006i0000001vxVhAAI",3,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vxVgAAI  MOL Standard Software","006i0000001vxVgAAI",2,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,1392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vxXhAAI  MOL Standard Software","006i0000001vxXhAAI",10,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,9400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vxXkAAI  MOL Standard Services","006i0000001vxXkAAI",6,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,3024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vxa3AAA  MOL Standard Software","006i0000001vxa3AAA",3,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vxXiAAI  MOL Standard Software","006i0000001vxXiAAI",19,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,14288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
